fishermanmax	Fisherman Max	2026-09-23T11:10:06.813Z	2026-09-25T04:14:01.500Z	4
fishermanray	Fisherman Ray	2026-09-25T04:13:45.999Z	2026-09-25T04:13:45.999Z	1
birdkeeperivan	Bird Keeper Ivan	2026-09-25T04:13:23.600Z	2026-09-25T04:13:23.600Z	1
birdkeeperryo	Bird Keeper Ryo	2026-09-25T04:13:10.657Z	2026-09-25T04:13:10.657Z	1
fishermanjoey	Fisherman Joey	2026-09-25T03:56:45.743Z	2026-09-25T04:12:58.025Z	2
birdkeepermax	Bird Keeper Max	2026-09-25T04:12:45.395Z	2026-09-25T04:12:45.395Z	1
fishermantom	Fisherman Tom	2026-09-25T03:55:14.269Z	2026-09-25T04:12:15.400Z	2
swimmerjin	Swimmer Jin	2026-09-25T04:11:59.100Z	2026-09-25T04:11:59.100Z	1
birdkeeperhugo	Bird Keeper Hugo	2026-09-25T04:09:09.419Z	2026-09-25T04:11:46.731Z	2
birdkeepergus	Bird Keeper Gus	2026-09-25T03:59:34.889Z	2026-09-25T04:11:28.372Z	2
sailorhugo	Sailor Hugo	2026-09-25T03:55:43.652Z	2026-09-25T04:11:15.110Z	2
sailorryo	Sailor Ryo	2026-09-25T04:10:42.253Z	2026-09-25T04:10:42.253Z	1
birdkeeperyuto	Bird Keeper Yuto	2026-09-25T04:10:09.809Z	2026-09-25T04:10:09.809Z	1
tuberaki	Tuber Aki	2026-09-25T04:09:48.596Z	2026-09-25T04:09:48.596Z	1
sailorned	Sailor Ned	2026-09-25T03:51:44.137Z	2026-09-25T04:09:34.523Z	2
fishermankai	Fisherman Kai	2026-09-25T04:08:55.962Z	2026-09-25T04:08:55.962Z	1
hikerrex	Hiker Rex	2026-09-25T04:08:43.366Z	2026-09-25T04:08:43.366Z	1
sailorsora	Sailor Sora	2026-09-25T04:08:25.997Z	2026-09-25T04:08:25.997Z	1
tuberyuto	Tuber Yuto	2026-09-25T04:08:12.343Z	2026-09-25T04:08:12.343Z	1
swimmereli	Swimmer Eli	2026-09-25T04:05:07.540Z	2026-09-25T04:07:42.605Z	2
sailorsam	Sailor Sam	2026-09-25T03:58:34.752Z	2026-09-25T04:07:30.456Z	2
birdkeepereli	Bird Keeper Eli	2026-09-25T04:06:57.536Z	2026-09-25T04:06:57.536Z	1
swimmeraki	Swimmer Aki	2026-09-22T02:38:36.919Z	2026-09-25T04:06:28.846Z	2
tubertaro	Tuber Taro	2026-09-25T03:47:33.382Z	2026-09-25T04:06:13.893Z	2
tubertom	Tuber Tom	2026-09-25T04:05:58.678Z	2026-09-25T04:05:58.678Z	1
birdkeepersam	Bird Keeper Sam	2026-09-25T03:55:30.559Z	2026-09-25T04:05:24.656Z	2
hikerhugo	Hiker Hugo	2026-09-25T04:04:43.901Z	2026-09-25T04:04:43.901Z	1
swimmerhiro	Swimmer Hiro	2026-09-25T03:56:18.479Z	2026-09-25T04:04:30.896Z	2
hikerdan	Hiker Dan	2026-09-25T04:03:39.131Z	2026-09-25T04:03:39.131Z	1
fishermanjin	Fisherman Jin	2026-09-25T04:03:25.618Z	2026-09-25T04:03:25.618Z	1
swimmerjay	Swimmer Jay	2026-09-25T04:03:12.856Z	2026-09-25T04:03:12.856Z	1
hikerjay	Hiker Jay	2026-09-25T04:02:56.615Z	2026-09-25T04:02:56.615Z	1
hikerhiro	Hiker Hiro	2026-09-25T04:00:16.139Z	2026-09-25T04:02:19.574Z	2
hikerfinn	Hiker Finn	2026-09-25T04:02:06.402Z	2026-09-25T04:02:06.402Z	1
swimmeryuto	Swimmer Yuto	2026-09-25T03:54:09.267Z	2026-09-25T04:01:52.264Z	2
tuberhugo	Tuber Hugo	2026-09-25T04:01:37.204Z	2026-09-25T04:01:37.204Z	1
sailorleo	Sailor Leo	2026-09-25T04:01:22.300Z	2026-09-25T04:01:22.300Z	1
hikergus	Hiker Gus	2026-09-25T04:01:09.091Z	2026-09-25T04:01:09.091Z	1
hikerken	Hiker Ken	2026-09-25T04:00:00.416Z	2026-09-25T04:00:00.416Z	1
birdkeeperned	Bird Keeper Ned	2026-09-25T03:59:48.795Z	2026-09-25T03:59:48.795Z	1
hikerjin	Hiker Jin	2026-09-25T03:59:22.350Z	2026-09-25T03:59:22.350Z	1
tubergus	Tuber Gus	2026-09-25T03:59:08.718Z	2026-09-25T03:59:08.718Z	1
sailortom	Sailor Tom	2026-09-25T03:58:51.893Z	2026-09-25T03:58:51.893Z	1
sailorben	Sailor Ben	2026-09-25T03:56:30.614Z	2026-09-25T03:56:30.614Z	1
birdkeeperjay	Bird Keeper Jay	2026-09-25T03:55:58.682Z	2026-09-25T03:55:58.682Z	1
swimmerdan	Swimmer Dan	2026-09-25T03:54:59.398Z	2026-09-25T03:54:59.398Z	1
sailorjoey	Sailor Joey	2026-09-25T03:54:45.271Z	2026-09-25T03:54:45.271Z	1
hikeraki	Hiker Aki	2026-09-25T03:54:25.368Z	2026-09-25T03:54:25.368Z	1
sailorbob	Sailor Bob	2026-09-25T03:53:54.408Z	2026-09-25T03:53:54.408Z	1
tuberdan	Tuber Dan	2026-09-25T03:53:35.747Z	2026-09-25T03:53:35.747Z	1
fishermanfinn	Fisherman Finn	2026-09-25T03:53:12.152Z	2026-09-25T03:53:12.152Z	1
hikerryo	Hiker Ryo	2026-09-25T03:52:45.783Z	2026-09-25T03:52:45.783Z	1
sailorjay	Sailor Jay	2026-09-25T03:52:34.601Z	2026-09-25T03:52:34.601Z	1
tuberotto	Tuber Otto	2026-09-25T03:52:15.401Z	2026-09-25T03:52:15.401Z	1
tubersora	Tuber Sora	2026-09-25T03:51:21.599Z	2026-09-25T03:51:21.599Z	1
birdkeeperrex	Bird Keeper Rex	2026-09-25T03:51:06.313Z	2026-09-25T03:51:06.313Z	1
hikerben	Hiker Ben	2026-09-25T03:48:30.301Z	2026-09-25T03:48:30.301Z	1
birdkeeperben	Bird Keeper Ben	2026-09-25T03:48:12.057Z	2026-09-25T03:48:12.057Z	1
swimmermax	Swimmer Max	2026-09-25T03:47:54.601Z	2026-09-25T03:47:54.601Z	1
tuberryo	Tuber Ryo	2026-09-25T03:47:09.602Z	2026-09-25T03:47:09.602Z	1
birdkeeperotto	Bird Keeper Otto	2026-09-25T03:46:44.180Z	2026-09-25T03:46:44.180Z	1
wildmimejr	Wild Mime Jr.	2026-09-25T03:42:43.001Z	2026-09-25T03:42:43.001Z	1
rangerhiro	Ranger Hiro	2026-09-25T03:42:17.660Z	2026-09-25T03:42:17.660Z	1
wildmawile	Wild Mawile	2026-09-25T03:41:25.448Z	2026-09-25T03:41:25.448Z	1
wildmagnemite	Wild Magnemite	2026-09-23T05:15:36.593Z	2026-09-25T03:38:48.462Z	2
scientistjin	Scientist Jin	2026-09-25T03:38:27.614Z	2026-09-25T03:38:27.614Z	1
wildtinkatink	Wild Tinkatink	2026-09-25T03:37:37.015Z	2026-09-25T03:37:37.015Z	1
workerben	Worker Ben	2026-09-23T05:21:48.251Z	2026-09-25T03:36:42.900Z	3
wildelgyem	Wild Elgyem	2026-09-25T03:36:12.408Z	2026-09-25T03:36:12.408Z	1
rpguide	RP Guide	2026-09-15T06:56:59.172Z	2026-09-24T21:35:49.406Z	90
opponenttest438	OpponentTest438	2026-09-24T20:05:15.969Z	2026-09-24T20:05:15.969Z	1
keikosama	Keiko_Sama	2026-09-15T10:36:45.054Z	2026-09-24T17:06:41.129Z	71
wildpokemon	Wild Pokemon	2026-09-24T01:51:58.448Z	2026-09-24T04:20:01.785Z	2
wildsnover	Wild Snover	2026-09-24T02:03:43.860Z	2026-09-24T02:03:43.860Z	1
breederiris	Breeder Iris	2026-09-22T03:02:57.815Z	2026-09-24T01:56:42.353Z	4
youngstermike	Youngster Mike	2026-09-22T02:52:10.167Z	2026-09-24T01:54:00.476Z	3
leaderballsack	Leader ballsack	2026-09-24T01:27:43.844Z	2026-09-24T01:52:38.455Z	10
picnickerhana	Picnicker Hana	2026-09-24T01:52:24.256Z	2026-09-24T01:52:24.256Z	1
fishermangus	Fisherman Gus	2026-09-24T01:42:16.957Z	2026-09-24T01:42:16.957Z	1
wilddoduo	Wild Doduo	2026-09-22T02:25:46.928Z	2026-09-24T01:40:13.771Z	3
artisthugo	Artist Hugo	2026-09-24T01:39:35.377Z	2026-09-24T01:39:35.377Z	1
wildwingull	Wild Wingull	2026-09-17T12:54:13.534Z	2026-09-24T01:37:18.940Z	6
opponenttest398	OpponentTest398	2026-09-24T01:35:27.915Z	2026-09-24T01:35:27.915Z	1
wildfrillish	Wild Frillish	2026-09-24T01:34:46.457Z	2026-09-24T01:34:46.457Z	1
picnickeryui	Picnicker Yui	2026-09-23T05:26:27.339Z	2026-09-24T01:29:49.994Z	2
hikerotto	Hiker Otto	2026-09-24T01:25:28.449Z	2026-09-24T01:25:28.449Z	1
wildfarfetchd	Wild Farfetchd	2026-09-24T01:23:10.456Z	2026-09-24T01:23:10.456Z	1
kindlerbob	Kindler Bob	2026-09-24T01:22:18.541Z	2026-09-24T01:22:18.541Z	1
wildpoliwag	Wild Poliwag	2026-09-24T01:05:47.118Z	2026-09-24T01:05:47.118Z	1
breederyui	Breeder Yui	2026-09-23T02:42:34.216Z	2026-09-24T01:04:50.774Z	4
wildmudbray	Wild Mudbray	2026-09-23T03:02:41.212Z	2026-09-24T01:04:20.800Z	2
workerjin	Worker Jin	2026-09-23T02:42:52.912Z	2026-09-24T01:02:50.171Z	3
wildshroodle	Wild Shroodle	2026-09-24T01:02:35.719Z	2026-09-24T01:02:35.719Z	1
wildnymble	Wild Nymble	2026-09-24T01:00:18.118Z	2026-09-24T01:01:26.377Z	2
wildsmoliv	Wild Smoliv	2026-09-23T08:55:29.514Z	2026-09-24T01:01:13.771Z	3
wildkricketune	Wild Kricketune	2026-09-24T01:00:58.553Z	2026-09-24T01:00:58.553Z	1
camperrex	Camper Rex	2026-09-23T04:05:53.369Z	2026-09-24T00:59:55.857Z	5
wildhappiny	Wild Happiny	2026-09-22T21:47:35.692Z	2026-09-24T00:58:06.591Z	3
wildlillipup	Wild Lillipup	2026-09-24T00:57:49.807Z	2026-09-24T00:57:49.807Z	1
bugcatcherben	Bug Catcher Ben	2026-09-22T11:40:41.998Z	2026-09-24T00:57:32.834Z	5
picnickerfay	Picnicker Fay	2026-09-23T05:13:04.766Z	2026-09-24T00:53:13.038Z	2
camperjay	Camper Jay	2026-09-23T01:01:00.091Z	2026-09-24T00:51:55.930Z	2
breederfay	Breeder Fay	2026-09-22T02:46:48.937Z	2026-09-24T00:51:43.165Z	3
camperotto	Camper Otto	2026-09-23T02:43:19.378Z	2026-09-24T00:51:26.098Z	2
workersam	Worker Sam	2026-09-23T01:03:09.607Z	2026-09-24T00:51:11.371Z	4
workerotto	Worker Otto	2026-09-19T18:26:53.420Z	2026-09-24T00:50:58.470Z	2
camperray	Camper Ray	2026-09-23T02:56:08.512Z	2026-09-24T00:50:43.510Z	3
camperben	Camper Ben	2026-09-24T00:44:24.470Z	2026-09-24T00:50:19.652Z	2
camperhiro	Camper Hiro	2026-09-24T00:49:52.915Z	2026-09-24T00:49:52.915Z	1
breederruby	Breeder Ruby	2026-09-24T00:49:37.848Z	2026-09-24T00:49:37.848Z	1
workereli	Worker Eli	2026-09-23T04:07:09.312Z	2026-09-24T00:49:22.870Z	2
bugcatcherleo	Bug Catcher Leo	2026-09-22T02:43:22.655Z	2026-09-24T00:48:54.092Z	3
bugcatcherhiro	Bug Catcher Hiro	2026-09-17T12:37:20.357Z	2026-09-24T00:48:39.542Z	2
bugcatcherned	Bug Catcher Ned	2026-09-23T03:56:44.615Z	2026-09-24T00:48:24.174Z	2
picnickeremi	Picnicker Emi	2026-09-24T00:48:00.370Z	2026-09-24T00:48:08.434Z	2
picnickerkate	Picnicker Kate	2026-09-23T04:01:25.251Z	2026-09-24T00:47:44.542Z	2
workerryo	Worker Ryo	2026-09-22T02:44:52.588Z	2026-09-24T00:47:19.541Z	2
youngsteryuto	Youngster Yuto	2026-09-23T03:59:59.243Z	2026-09-24T00:44:09.030Z	4
bugcatchersora	Bug Catcher Sora	2026-09-22T01:20:22.898Z	2026-09-24T00:43:21.170Z	6
bugcatcheraki	Bug Catcher Aki	2026-09-22T03:26:24.875Z	2026-09-24T00:42:53.504Z	2
picnickerema	Picnicker Ema	2026-09-24T00:42:31.995Z	2026-09-24T00:42:31.995Z	1
picnickernia	Picnicker Nia	2026-09-24T00:35:16.580Z	2026-09-24T00:42:03.858Z	2
picnickerzoe	Picnicker Zoe	2026-09-22T03:02:32.477Z	2026-09-24T00:40:47.434Z	4
workerdan	Worker Dan	2026-09-23T02:58:58.212Z	2026-09-24T00:40:29.439Z	2
youngsterrex	Youngster Rex	2026-09-22T22:11:52.090Z	2026-09-24T00:39:37.871Z	4
workerned	Worker Ned	2026-09-23T03:53:10.414Z	2026-09-24T00:39:15.269Z	2
workertom	Worker Tom	2026-09-23T03:52:43.457Z	2026-09-24T00:38:55.372Z	3
workeryuto	Worker Yuto	2026-09-24T00:38:42.323Z	2026-09-24T00:38:42.323Z	1
workerjay	Worker Jay	2026-09-23T05:00:36.990Z	2026-09-24T00:38:37.471Z	2
camperfinn	Camper Finn	2026-09-23T21:29:25.675Z	2026-09-24T00:37:12.391Z	3
picnickertess	Picnicker Tess	2026-09-24T00:36:09.188Z	2026-09-24T00:36:09.188Z	1
youngsterben	Youngster Ben	2026-09-23T04:07:24.734Z	2026-09-24T00:35:46.672Z	4
bugcatcherbob	Bug Catcher Bob	2026-09-23T04:16:58.919Z	2026-09-24T00:34:41.879Z	2
breedernia	Breeder Nia	2026-09-23T10:06:04.312Z	2026-09-24T00:33:06.228Z	3
picnickeriris	Picnicker Iris	2026-09-22T03:21:41.291Z	2026-09-24T00:32:12.314Z	4
picnickerrika	Picnicker Rika	2026-09-23T10:03:50.017Z	2026-09-24T00:30:34.088Z	2
bugcatcherivan	Bug Catcher Ivan	2026-09-16T02:15:12.483Z	2026-09-24T00:30:14.407Z	7
campersam	Camper Sam	2026-09-24T00:28:17.455Z	2026-09-24T00:28:17.455Z	1
breederamy	Breeder Amy	2026-09-22T02:58:47.041Z	2026-09-24T00:27:57.270Z	2
breederkim	Breeder Kim	2026-09-23T04:16:10.603Z	2026-09-24T00:27:38.162Z	2
camperkai	Camper Kai	2026-09-22T02:51:43.131Z	2026-09-24T00:27:03.192Z	7
picnickermai	Picnicker Mai	2026-09-24T00:26:13.370Z	2026-09-24T00:26:13.370Z	1
camperivan	Camper Ivan	2026-09-24T00:25:38.971Z	2026-09-24T00:25:38.971Z	1
workerfinn	Worker Finn	2026-09-22T02:51:25.354Z	2026-09-24T00:19:26.103Z	2
wildponytagalar	Wild Ponyta-Galar	2026-09-23T23:23:43.328Z	2026-09-23T23:23:43.328Z	1
picnickerkim	Picnicker Kim	2026-09-23T21:28:22.073Z	2026-09-23T23:09:07.775Z	2
wildcufant	Wild Cufant	2026-09-23T23:06:23.572Z	2026-09-23T23:06:23.572Z	1
scientistray	Scientist Ray	2026-09-23T22:51:26.389Z	2026-09-23T22:51:26.389Z	1
wildspritzee	Wild Spritzee	2026-09-23T22:50:58.086Z	2026-09-23T22:50:58.086Z	1
rangerray	Ranger Ray	2026-09-23T22:37:19.201Z	2026-09-23T22:37:19.201Z	1
rangerken	Ranger Ken	2026-09-23T22:31:53.811Z	2026-09-23T22:31:53.811Z	1
wildbronzor	Wild Bronzor	2026-09-23T05:16:27.741Z	2026-09-23T22:13:56.541Z	2
nursegwen	Nurse Gwen	2026-09-23T22:01:21.747Z	2026-09-23T22:01:21.747Z	1
slimequeentest	Slime QUeen Test	2026-09-23T21:56:00.199Z	2026-09-23T21:56:14.134Z	2
workerray	Worker Ray	2026-09-23T03:55:39.358Z	2026-09-23T21:32:54.363Z	3
workerkai	Worker Kai	2026-09-23T04:10:09.196Z	2026-09-23T20:57:42.633Z	2
wildnuzleaf	Wild Nuzleaf	2026-09-23T19:11:46.746Z	2026-09-23T20:07:40.957Z	2
lavit	lavit	2026-09-23T20:07:39.285Z	2026-09-23T20:07:39.285Z	1
picnickeraya	Picnicker Aya	2026-09-23T02:41:33.211Z	2026-09-23T19:07:17.538Z	5
wildshroomish	Wild Shroomish	2026-09-23T16:40:44.185Z	2026-09-23T16:40:44.185Z	1
wildfomantis	Wild Fomantis	2026-09-23T16:38:13.656Z	2026-09-23T16:38:13.656Z	1
wildsizzlipede	Wild Sizzlipede	2026-09-23T16:33:14.315Z	2026-09-23T16:33:14.315Z	1
wildoinkologne	Wild Oinkologne	2026-09-23T16:31:19.067Z	2026-09-23T16:31:19.067Z	1
wildtaillow	Wild Taillow	2026-09-23T14:40:29.132Z	2026-09-23T14:40:29.132Z	1
schoolkidjin	School Kid Jin	2026-09-23T14:38:18.524Z	2026-09-23T14:38:18.524Z	1
youngsterkai	Youngster Kai	2026-09-23T14:33:38.272Z	2026-09-23T14:33:38.272Z	1
wildmeowth	Wild Meowth	2026-09-22T01:51:43.134Z	2026-09-23T14:31:32.917Z	3
wildsentret	Wild Sentret	2026-09-17T12:47:36.733Z	2026-09-23T12:07:01.009Z	5
wildvivillon	Wild Vivillon	2026-09-23T05:11:56.007Z	2026-09-23T12:01:40.313Z	2
youngstertom	Youngster Tom	2026-09-23T11:55:59.408Z	2026-09-23T11:55:59.408Z	1
breederjess	Breeder Jess	2026-09-23T02:55:23.012Z	2026-09-23T11:49:34.913Z	2
picnickerruby	Picnicker Ruby	2026-09-23T11:16:35.275Z	2026-09-23T11:16:35.275Z	1
wilddrifloon	Wild Drifloon	2026-09-23T11:13:51.882Z	2026-09-23T11:13:51.882Z	1
picnickeramy	Picnicker Amy	2026-09-22T02:54:24.184Z	2026-09-23T11:07:58.804Z	3
wildtirtouga	Wild Tirtouga	2026-09-23T11:05:50.865Z	2026-09-23T11:05:50.865Z	1
wilddiglett	Wild Diglett	2026-09-23T11:03:16.417Z	2026-09-23T11:03:16.417Z	1
wildtentacool	Wild Tentacool	2026-09-23T10:47:40.111Z	2026-09-23T11:01:25.124Z	3
wildnumel	Wild Numel	2026-09-23T10:44:41.343Z	2026-09-23T10:51:14.316Z	2
wilddelibird	Wild Delibird	2026-09-23T10:46:13.613Z	2026-09-23T10:46:13.613Z	1
picnickerliz	Picnicker Liz	2026-09-23T02:46:20.434Z	2026-09-23T10:28:36.887Z	2
picnickerjess	Picnicker Jess	2026-09-22T02:34:45.007Z	2026-09-23T10:08:00.215Z	2
youngsterdan	Youngster Dan	2026-09-22T02:48:31.703Z	2026-09-23T10:01:32.913Z	4
youngsteraki	Youngster Aki	2026-09-22T03:18:14.955Z	2026-09-23T09:57:02.491Z	4
wildhelioptile	Wild Helioptile	2026-09-23T09:53:14.744Z	2026-09-23T09:53:14.744Z	1
bugcatcherken	Bug Catcher Ken	2026-09-23T02:52:23.413Z	2026-09-23T09:39:54.798Z	3
workersora	Worker Sora	2026-09-19T18:02:27.636Z	2026-09-23T09:33:26.714Z	3
lasstess	Lass Tess	2026-09-23T09:01:35.516Z	2026-09-23T09:01:35.516Z	1
camperbob	Camper Bob	2026-09-22T02:55:25.963Z	2026-09-23T05:25:21.594Z	5
youngstersam	Youngster Sam	2026-09-23T04:13:49.149Z	2026-09-23T05:24:50.555Z	2
youngsterjin	Youngster Jin	2026-09-23T05:23:30.317Z	2026-09-23T05:23:30.317Z	1
camperleo	Camper Leo	2026-09-22T02:46:03.655Z	2026-09-23T05:22:11.969Z	4
youngsterhiro	Youngster Hiro	2026-09-23T03:57:02.203Z	2026-09-23T05:21:11.788Z	2
picnickerrin	Picnicker Rin	2026-09-23T03:17:12.447Z	2026-09-23T05:20:47.002Z	2
scientistsora	Scientist Sora	2026-09-23T05:17:33.594Z	2026-09-23T05:17:33.594Z	1
scientistrex	Scientist Rex	2026-09-23T05:16:53.295Z	2026-09-23T05:16:53.295Z	1
wildgrimer	Wild Grimer	2026-09-23T05:16:00.196Z	2026-09-23T05:16:00.196Z	1
wildbellsprout	Wild Bellsprout	2026-09-23T03:03:31.373Z	2026-09-23T05:15:26.684Z	2
wildmagikarp	Wild Magikarp	2026-09-23T03:05:17.317Z	2026-09-23T05:14:48.217Z	3
wildtrubbish	Wild Trubbish	2026-09-21T16:41:05.866Z	2026-09-23T05:14:36.290Z	3
wildphantump	Wild Phantump	2026-09-23T05:12:53.366Z	2026-09-23T05:12:53.366Z	1
wildpumpkaboo	Wild Pumpkaboo	2026-09-22T01:49:46.309Z	2026-09-23T05:12:39.696Z	3
wildsmeargle	Wild Smeargle	2026-09-22T01:56:22.299Z	2026-09-23T05:10:26.955Z	3
lassada	Lass Ada	2026-09-23T05:09:50.090Z	2026-09-23T05:09:50.090Z	1
wildnidorina	Wild Nidorina	2026-09-23T05:07:07.890Z	2026-09-23T05:07:07.890Z	1
wildpancham	Wild Pancham	2026-09-23T05:06:31.221Z	2026-09-23T05:06:31.221Z	1
championcynthia	Champion Cynthia	2026-09-23T04:54:06.895Z	2026-09-23T04:55:31.669Z	2
breederada	Breeder Ada	2026-09-23T01:07:53.820Z	2026-09-23T04:53:06.799Z	3
picnickersaki	Picnicker Saki	2026-09-22T02:36:04.817Z	2026-09-23T04:52:44.690Z	2
bugcatcherryo	Bug Catcher Ryo	2026-09-22T02:48:17.086Z	2026-09-23T04:52:20.545Z	4
bugcatcherkai	Bug Catcher Kai	2026-09-22T18:22:29.924Z	2026-09-23T04:51:26.841Z	3
wildarceus	Wild Arceus	2026-09-23T01:35:44.110Z	2026-09-23T04:49:59.623Z	2
youngstertaro	Youngster Taro	2026-09-22T03:20:41.461Z	2026-09-23T04:48:38.690Z	2
youngstermax	Youngster Max	2026-09-22T02:57:54.967Z	2026-09-23T04:47:17.892Z	3
camperjoey	Camper Joey	2026-09-23T03:56:09.916Z	2026-09-23T04:45:25.290Z	2
bugcatcherjay	Bug Catcher Jay	2026-09-23T01:08:19.671Z	2026-09-23T04:44:27.091Z	2
championballsack	Champion Ballsack	2026-09-23T04:39:53.290Z	2026-09-23T04:39:53.290Z	1
workerivan	Worker Ivan	2026-09-23T04:27:17.564Z	2026-09-23T04:27:17.564Z	1
breederhana	Breeder Hana	2026-09-23T03:59:23.152Z	2026-09-23T04:25:39.179Z	2
youngstersora	Youngster Sora	2026-09-22T03:18:38.154Z	2026-09-23T04:25:16.180Z	2
campermax	Camper Max	2026-09-23T03:03:10.361Z	2026-09-23T04:23:49.254Z	2
camperken	Camper Ken	2026-09-23T04:22:02.083Z	2026-09-23T04:22:02.083Z	1
workeraki	Worker Aki	2026-09-23T04:06:34.014Z	2026-09-23T04:21:40.436Z	2
youngsterotto	Youngster Otto	2026-09-23T04:06:46.799Z	2026-09-23T04:20:49.449Z	2
picnickergwen	Picnicker Gwen	2026-09-23T04:19:53.080Z	2026-09-23T04:19:53.080Z	1
breederemi	Breeder Emi	2026-09-23T04:19:27.723Z	2026-09-23T04:19:27.723Z	1
breedermai	Breeder Mai	2026-09-22T02:50:52.789Z	2026-09-23T04:18:00.677Z	4
picnickermia	Picnicker Mia	2026-09-23T04:16:25.412Z	2026-09-23T04:16:25.412Z	1
wildflabebe	Wild Flabébé	2026-09-23T04:14:45.215Z	2026-09-23T04:14:45.215Z	1
breederliz	Breeder Liz	2026-09-23T04:07:44.876Z	2026-09-23T04:07:44.876Z	1
picnickersue	Picnicker Sue	2026-09-23T04:06:16.580Z	2026-09-23T04:06:16.580Z	1
bugcatcherhugo	Bug Catcher Hugo	2026-09-23T04:05:03.745Z	2026-09-23T04:05:03.745Z	1
workerhugo	Worker Hugo	2026-09-23T04:04:04.923Z	2026-09-23T04:04:04.923Z	1
camperhugo	Camper Hugo	2026-09-23T04:03:49.754Z	2026-09-23T04:03:49.754Z	1
campertom	Camper Tom	2026-09-23T04:03:12.824Z	2026-09-23T04:03:12.824Z	1
bugcatcherfinn	Bug Catcher Finn	2026-09-22T02:24:40.854Z	2026-09-23T04:01:02.363Z	3
picnickerlulu	Picnicker Lulu	2026-09-23T03:58:44.013Z	2026-09-23T03:58:44.013Z	1
youngsterjay	Youngster Jay	2026-09-23T02:53:45.482Z	2026-09-23T03:57:33.817Z	2
femboycuane	Femboy Cuane	2026-09-23T03:54:35.034Z	2026-09-23T03:54:35.034Z	1
bugcatchertaro	Bug Catcher Taro	2026-09-23T03:51:32.723Z	2026-09-23T03:51:32.723Z	1
wildshuppet	Wild Shuppet	2026-09-23T03:23:13.073Z	2026-09-23T03:30:15.124Z	2
wildsinistea	Wild Sinistea	2026-09-23T03:19:17.975Z	2026-09-23T03:25:19.214Z	3
wildvulpix	Wild Vulpix	2026-09-23T03:22:17.747Z	2026-09-23T03:25:05.324Z	2
wildswablu	Wild Swablu	2026-09-23T03:24:07.614Z	2026-09-23T03:24:52.468Z	2
wildsalandit	Wild Salandit	2026-09-23T03:20:35.189Z	2026-09-23T03:24:36.172Z	3
wildrellor	Wild Rellor	2026-09-23T03:24:22.637Z	2026-09-23T03:24:22.637Z	1
wildyamask	Wild Yamask	2026-09-23T03:23:52.413Z	2026-09-23T03:23:52.413Z	1
wildnoibat	Wild Noibat	2026-09-23T03:23:27.332Z	2026-09-23T03:23:27.332Z	1
wildwobbuffet	Wild Wobbuffet	2026-09-23T03:22:41.777Z	2026-09-23T03:22:41.777Z	1
wildchingling	Wild Chingling	2026-09-23T03:21:09.584Z	2026-09-23T03:21:09.584Z	1
wildhoundour	Wild Houndour	2026-09-23T03:20:52.210Z	2026-09-23T03:20:52.210Z	1
wildindeedeef	Wild Indeedee-F	2026-09-23T03:19:29.373Z	2026-09-23T03:19:29.373Z	1
